epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,495.684,0.77231,0.74938,0.91916,0.89728,0.92656,0.94193,0.77017,0.75012,0.74917,1.00394,0.000599551,0.000599551,0.000599551
95,501.103,0.79724,0.72885,0.92306,0.88371,0.94452,0.93845,0.76932,0.74827,0.73876,0.9996,0.000594052,0.000594052,0.000594052
96,508.245,0.82055,0.74286,0.92768,0.88733,0.93482,0.93791,0.77811,0.74612,0.72531,0.99998,0.000588552,0.000588552,0.000588552
97,514.928,0.77692,0.74715,0.92783,0.8878,0.93091,0.93341,0.78044,0.73771,0.70864,0.99248,0.000583053,0.000583053,0.000583053
98,520.063,0.74592,0.72389,0.90687,0.8774,0.94267,0.92467,0.77106,0.72947,0.71065,0.98776,0.000577553,0.000577553,0.000577553
99,525.05,0.76231,0.69167,0.92055,0.88225,0.93758,0.92593,0.76975,0.72099,0.71362,0.98992,0.000572054,0.000572054,0.000572054
100,530.099,0.75854,0.7345,0.93078,0.91593,0.90539,0.93693,0.77069,0.7216,0.70296,0.9936,0.000566554,0.000566554,0.000566554
101,535.31,0.81913,0.73212,0.93357,0.94001,0.88198,0.93835,0.76854,0.73722,0.71374,0.99496,0.000561055,0.000561055,0.000561055
102,540.564,0.76551,0.75249,0.9421,0.88322,0.93094,0.92843,0.76413,0.74025,0.72372,0.99541,0.000555556,0.000555556,0.000555556
103,545.637,0.78853,0.68158,0.9371,0.8849,0.94061,0.92462,0.76019,0.73999,0.70948,0.99278,0.000550056,0.000550056,0.000550056
104,550.532,0.75174,0.72891,0.91825,0.88139,0.938,0.93049,0.76134,0.739,0.69545,0.99712,0.000544557,0.000544557,0.000544557
105,555.68,0.8032,0.74563,0.95242,0.89927,0.9276,0.93423,0.762,0.75496,0.7012,1.01049,0.000539057,0.000539057,0.000539057
106,560.893,0.81767,0.73842,0.93537,0.89168,0.93318,0.93978,0.76232,0.75087,0.68848,1.01493,0.000533558,0.000533558,0.000533558
107,566.179,0.78098,0.70422,0.91991,0.89231,0.92585,0.93536,0.76676,0.74462,0.67446,1.01564,0.000528058,0.000528058,0.000528058
108,571.329,0.75289,0.71542,0.93292,0.91422,0.90105,0.93733,0.76924,0.74687,0.67011,1.01065,0.000522559,0.000522559,0.000522559
