epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,276.002,0.84929,0.93893,0.95002,0.89995,0.91541,0.93302,0.7559,0.77397,0.76374,1.02331,0.000495062,0.000495062,0.000495062
58,280.726,0.83193,0.95772,0.94944,0.9175,0.88934,0.92803,0.76219,0.77652,0.77898,1.01755,0.000484063,0.000484063,0.000484063
59,285.519,0.90757,1.00202,0.99335,0.87516,0.92927,0.92022,0.75416,0.78534,0.75625,1.03006,0.000473064,0.000473064,0.000473064
60,290.329,0.86152,0.98782,0.96648,0.89856,0.90282,0.91941,0.74847,0.78103,0.77088,1.02723,0.000462065,0.000462065,0.000462065
61,295.089,0.84019,1.03724,0.95224,0.88521,0.91451,0.91887,0.74226,0.77621,0.79582,1.02474,0.000451066,0.000451066,0.000451066
62,299.871,0.86506,1.0796,1.00055,0.89859,0.89349,0.92132,0.75678,0.76051,0.81578,1.01904,0.000440067,0.000440067,0.000440067
63,304.648,0.8817,1.05731,1.01052,0.88295,0.88603,0.91298,0.75288,0.75443,0.81211,1.02475,0.000429068,0.000429068,0.000429068
64,309.42,0.84634,0.95609,0.95915,0.90547,0.88547,0.9183,0.7575,0.72886,0.77653,1.01717,0.000418069,0.000418069,0.000418069
65,314.188,0.85005,0.93366,0.98248,0.91035,0.90758,0.92635,0.76573,0.74203,0.73294,1.00437,0.00040707,0.00040707,0.00040707
66,318.969,0.82444,0.91572,0.96027,0.89339,0.9315,0.92652,0.76497,0.74581,0.74385,1.00533,0.000396071,0.000396071,0.000396071
67,323.725,0.84756,0.92796,0.95624,0.9151,0.90629,0.92804,0.77123,0.74728,0.76221,1.00389,0.000385073,0.000385073,0.000385073
68,328.492,0.87318,1.00533,1.00012,0.90334,0.89983,0.92097,0.75708,0.72849,0.74903,1.0061,0.000374074,0.000374074,0.000374074
69,333.264,0.83727,0.86336,0.95555,0.88195,0.92578,0.92224,0.76609,0.72421,0.7556,1.00604,0.000363075,0.000363075,0.000363075
70,338.04,0.82104,1.01453,0.99442,0.8956,0.92065,0.92345,0.7653,0.73114,0.7581,1.01065,0.000352076,0.000352076,0.000352076
71,342.819,0.81031,0.94175,0.96076,0.88556,0.93,0.92863,0.77915,0.74193,0.76492,1.01157,0.000341077,0.000341077,0.000341077
72,347.635,0.86068,0.91827,0.98378,0.92051,0.90739,0.93043,0.77723,0.73065,0.73186,1.00709,0.000330078,0.000330078,0.000330078
73,352.439,0.80696,0.95533,0.96656,0.92116,0.92612,0.93784,0.78165,0.72927,0.7,0.99669,0.000319079,0.000319079,0.000319079
74,357.223,0.79425,1.03289,0.91827,0.91685,0.91297,0.93947,0.78958,0.73676,0.70403,0.99386,0.00030808,0.00030808,0.00030808
75,361.992,0.84559,0.98009,0.96655,0.88263,0.9384,0.93813,0.78087,0.73959,0.72413,0.99405,0.000297081,0.000297081,0.000297081
76,366.773,0.84797,1.02968,0.99016,0.89651,0.93762,0.93838,0.77534,0.74698,0.7357,1.00125,0.000286083,0.000286083,0.000286083
77,371.554,0.79732,0.90995,0.97585,0.91366,0.91535,0.93933,0.77734,0.75292,0.76033,1.00727,0.000275084,0.000275084,0.000275084
78,376.316,0.82609,0.96778,0.99282,0.92294,0.91011,0.9356,0.77824,0.74971,0.75944,1.00208,0.000264085,0.000264085,0.000264085
79,381.114,0.83671,0.88288,0.97955,0.90969,0.9171,0.93822,0.78239,0.75652,0.74549,1.00078,0.000253086,0.000253086,0.000253086
80,385.89,0.81487,0.88819,0.98046,0.90791,0.92166,0.93979,0.78322,0.76752,0.73428,1.00079,0.000242087,0.000242087,0.000242087
81,390.673,0.83512,0.87039,0.97333,0.93268,0.9021,0.93895,0.78052,0.77358,0.71684,1.00001,0.000231088,0.000231088,0.000231088
82,395.418,0.82308,0.85379,0.95803,0.93799,0.8974,0.93911,0.78267,0.75737,0.70354,0.9965,0.000220089,0.000220089,0.000220089
83,400.216,0.82529,0.88728,0.98665,0.93195,0.89901,0.93835,0.77995,0.74689,0.69797,0.99105,0.00020909,0.00020909,0.00020909
84,404.965,0.75451,0.8486,0.94172,0.87824,0.95054,0.93312,0.77529,0.73569,0.69757,0.98835,0.000198091,0.000198091,0.000198091
85,409.738,0.78408,0.88325,0.96263,0.88775,0.94483,0.93502,0.77162,0.73533,0.70021,0.9894,0.000187092,0.000187092,0.000187092
86,414.538,0.77661,0.81302,0.93449,0.88458,0.95136,0.93691,0.77669,0.71605,0.69922,0.98491,0.000176094,0.000176094,0.000176094
87,419.29,0.80976,0.81937,0.96497,0.88424,0.95267,0.93723,0.77545,0.71973,0.69221,0.98459,0.000165095,0.000165095,0.000165095
88,424.047,0.78156,0.85693,0.94155,0.88428,0.95208,0.93637,0.77914,0.71355,0.68428,0.98317,0.000154096,0.000154096,0.000154096
89,428.834,0.77614,0.85068,0.95841,0.8764,0.9459,0.93263,0.77173,0.70978,0.68604,0.98497,0.000143097,0.000143097,0.000143097
90,433.617,0.7561,0.82856,0.941,0.93123,0.88461,0.93168,0.77518,0.71,0.69917,0.98564,0.000132098,0.000132098,0.000132098
91,438.673,0.78574,0.89755,0.95255,0.93048,0.8834,0.93263,0.77366,0.70955,0.70575,0.98511,0.000121099,0.000121099,0.000121099
92,443.382,0.76916,0.86754,0.9576,0.92007,0.90245,0.93135,0.77141,0.7081,0.69996,0.98322,0.0001101,0.0001101,0.0001101
93,448.06,0.73569,0.91683,0.93973,0.92962,0.89795,0.93044,0.76986,0.70725,0.69467,0.98136,9.91012e-05,9.91012e-05,9.91012e-05
94,452.764,0.76649,0.92965,0.99116,0.93173,0.89918,0.93175,0.77487,0.71731,0.69135,0.98105,8.81023e-05,8.81023e-05,8.81023e-05
95,457.449,0.70849,0.84574,0.94589,0.91719,0.89882,0.93259,0.77635,0.71385,0.69354,0.98111,7.71034e-05,7.71034e-05,7.71034e-05
96,462.138,0.73588,0.83458,0.92866,0.89848,0.91985,0.93149,0.77571,0.70994,0.69342,0.97945,6.61045e-05,6.61045e-05,6.61045e-05
97,466.833,0.74675,0.89253,0.94028,0.89582,0.91691,0.93159,0.777,0.70545,0.69791,0.98031,5.51056e-05,5.51056e-05,5.51056e-05
98,471.517,0.73304,0.88132,0.97012,0.93599,0.89267,0.93183,0.77553,0.70406,0.69934,0.97914,4.41067e-05,4.41067e-05,4.41067e-05
99,476.209,0.75861,0.87906,0.95602,0.92528,0.9083,0.93393,0.7756,0.7028,0.68585,0.97877,3.31078e-05,3.31078e-05,3.31078e-05
100,480.928,0.73491,0.82002,0.9402,0.93024,0.91143,0.93424,0.77848,0.7053,0.6864,0.9808,2.21089e-05,2.21089e-05,2.21089e-05
