epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,181.711,0.97214,1.27367,1.02751,0.9023,0.88757,0.92702,0.73874,0.85317,1.02013,0.9939,0.000792032,0.000792032,0.000792032
31,188.429,0.95568,1.29382,1.00382,0.9236,0.91528,0.93525,0.76544,0.81354,0.96898,0.99698,0.000781033,0.000781033,0.000781033
32,195.41,0.94296,1.20286,0.99147,0.90805,0.90927,0.93441,0.76759,0.80399,0.93613,0.9908,0.000770034,0.000770034,0.000770034
33,201.903,0.94978,1.16863,0.98438,0.93687,0.86652,0.93522,0.75959,0.82316,0.89176,0.99101,0.000759035,0.000759035,0.000759035
34,207.473,0.93187,1.21227,0.96896,0.88364,0.91962,0.93374,0.73168,0.82799,0.90927,0.99336,0.000748036,0.000748036,0.000748036
35,213.145,0.91735,1.26818,0.99301,0.90445,0.92861,0.93393,0.73978,0.83632,0.88466,0.99399,0.000737037,0.000737037,0.000737037
36,218.774,0.94074,1.29235,0.98834,0.87936,0.94564,0.93115,0.75174,0.83106,0.89814,1.0017,0.000726038,0.000726038,0.000726038
37,224.571,0.93,1.1195,0.97163,0.89046,0.92373,0.92916,0.74192,0.83748,0.90127,1.00406,0.00071504,0.00071504,0.00071504
38,230.345,0.92311,1.10989,0.99471,0.88528,0.94069,0.9367,0.75027,0.82679,0.86666,0.98784,0.000704041,0.000704041,0.000704041
39,236.306,0.92131,1.11194,1.00348,0.8906,0.92669,0.93674,0.75274,0.82632,0.90188,1.00427,0.000693042,0.000693042,0.000693042
40,242.093,0.89249,1.09866,0.95792,0.90388,0.93177,0.93974,0.7433,0.82543,0.90424,1.00634,0.000682043,0.000682043,0.000682043
41,247.85,0.92085,1.12564,1.01157,0.88775,0.90489,0.92897,0.74153,0.81259,0.92569,1.00004,0.000671044,0.000671044,0.000671044
42,253.67,0.91111,1.10593,0.98063,0.9175,0.87976,0.92515,0.74858,0.79507,0.91271,0.99195,0.000660045,0.000660045,0.000660045
43,259.452,0.86351,1.06655,0.96325,0.92315,0.91294,0.92979,0.74623,0.79516,0.89738,0.99368,0.000649046,0.000649046,0.000649046
44,265.267,0.92605,1.05108,0.99124,0.87373,0.943,0.93602,0.75664,0.80721,0.87695,1.00099,0.000638047,0.000638047,0.000638047
45,271.098,0.91449,1.05073,0.9853,0.91181,0.92515,0.93868,0.76857,0.79042,0.87776,0.99197,0.000627048,0.000627048,0.000627048
46,276.909,0.82722,1.06895,0.95045,0.9108,0.93167,0.93636,0.76522,0.79843,0.86568,1.00389,0.000616049,0.000616049,0.000616049
47,282.736,0.8927,0.97072,0.96108,0.89896,0.92242,0.93198,0.7437,0.82089,0.85089,1.00069,0.000605051,0.000605051,0.000605051
48,288.543,0.87933,1.04686,0.94948,0.86524,0.94864,0.93701,0.74329,0.78979,0.84006,0.99555,0.000594052,0.000594052,0.000594052
49,294.293,0.84799,1.03043,0.95281,0.89481,0.92182,0.93281,0.75105,0.77894,0.88173,0.98544,0.000583053,0.000583053,0.000583053
50,300.044,0.85593,1.0199,0.96256,0.88365,0.91583,0.92984,0.76072,0.7864,0.86578,0.97868,0.000572054,0.000572054,0.000572054
51,305.81,0.87184,0.98136,0.95489,0.87468,0.93469,0.93178,0.76722,0.77787,0.83198,0.98436,0.000561055,0.000561055,0.000561055
52,311.6,0.82593,0.98894,0.94488,0.90979,0.90242,0.92971,0.74814,0.79594,0.84033,0.98115,0.000550056,0.000550056,0.000550056
53,317.287,0.84846,1.00583,0.99534,0.88971,0.92679,0.93212,0.75268,0.79564,0.8148,0.98119,0.000539057,0.000539057,0.000539057
54,322.657,0.88622,0.96757,0.97224,0.92603,0.88099,0.93568,0.76415,0.78822,0.81255,0.98279,0.000528058,0.000528058,0.000528058
55,328.173,0.89645,0.97211,0.99287,0.88362,0.92574,0.93504,0.76159,0.79662,0.84604,0.98469,0.000517059,0.000517059,0.000517059
56,333.655,0.83266,0.95416,0.94944,0.8805,0.92555,0.93807,0.76047,0.79677,0.84366,0.98527,0.00050606,0.00050606,0.00050606
57,339.204,0.86691,0.95406,0.95594,0.87263,0.93583,0.93603,0.76396,0.7898,0.82992,0.98412,0.000495062,0.000495062,0.000495062
58,344.74,0.80612,0.96319,0.94979,0.9179,0.89558,0.94075,0.76628,0.79138,0.81726,0.98855,0.000484063,0.000484063,0.000484063
59,350.518,0.83203,0.92557,0.95681,0.88687,0.91321,0.93763,0.77192,0.78973,0.83917,0.98993,0.000473064,0.000473064,0.000473064
60,356.217,0.82991,0.88196,0.9429,0.91893,0.87872,0.92333,0.76105,0.79266,0.87722,0.99181,0.000462065,0.000462065,0.000462065
61,361.864,0.79242,0.98464,0.95955,0.92569,0.87644,0.92915,0.75184,0.78174,0.84622,0.99218,0.000451066,0.000451066,0.000451066
62,367.47,0.8162,0.89254,0.9213,0.91295,0.89457,0.93402,0.75565,0.78476,0.81478,0.98354,0.000440067,0.000440067,0.000440067
63,373.163,0.85672,0.97001,0.96229,0.93394,0.88468,0.9294,0.75988,0.75785,0.78995,0.98177,0.000429068,0.000429068,0.000429068
64,378.814,0.79619,0.83622,0.92273,0.91878,0.88471,0.92723,0.75738,0.75629,0.78576,0.98386,0.000418069,0.000418069,0.000418069
65,384.451,0.83915,0.92683,0.96379,0.88432,0.9147,0.92416,0.75885,0.75784,0.80505,0.98331,0.00040707,0.00040707,0.00040707
66,390.16,0.78896,0.92266,0.93086,0.89895,0.89744,0.92403,0.75931,0.76954,0.80331,0.98965,0.000396071,0.000396071,0.000396071
67,395.941,0.80834,0.82715,0.92282,0.94801,0.85822,0.92156,0.75383,0.75204,0.80059,0.98652,0.000385073,0.000385073,0.000385073
68,401.74,0.83743,0.91493,0.94924,0.91131,0.88035,0.92656,0.77267,0.73728,0.78972,0.98023,0.000374074,0.000374074,0.000374074
69,407.545,0.80991,0.8952,0.95437,0.90676,0.88697,0.92963,0.77314,0.73219,0.77084,0.97902,0.000363075,0.000363075,0.000363075
70,413.43,0.83787,0.86699,0.95179,0.94225,0.86362,0.93332,0.77145,0.76944,0.77668,0.98008,0.000352076,0.000352076,0.000352076
71,419.326,0.82196,0.91361,0.93941,0.92274,0.89104,0.92816,0.7707,0.74545,0.76801,0.97557,0.000341077,0.000341077,0.000341077
72,425.026,0.79096,0.91995,0.94704,0.92739,0.87888,0.93332,0.77855,0.72631,0.76142,0.97054,0.000330078,0.000330078,0.000330078
73,430.68,0.74622,0.84024,0.9275,0.93016,0.88896,0.93625,0.78899,0.72065,0.72315,0.96799,0.000319079,0.000319079,0.000319079
74,436.301,0.80072,0.91178,0.95341,0.90007,0.91306,0.9361,0.78719,0.7247,0.72614,0.97233,0.00030808,0.00030808,0.00030808
75,441.91,0.77422,0.80925,0.91071,0.88216,0.93379,0.93264,0.77565,0.73958,0.71874,0.97299,0.000297081,0.000297081,0.000297081
76,447.458,0.81411,0.87509,0.94318,0.88841,0.92864,0.93097,0.77971,0.73957,0.70454,0.97537,0.000286083,0.000286083,0.000286083
77,453.105,0.79543,0.85894,0.95126,0.91185,0.90136,0.92405,0.76955,0.73158,0.72592,0.97526,0.000275084,0.000275084,0.000275084
78,458.616,0.77042,0.86842,0.93404,0.94583,0.87666,0.93399,0.77906,0.73101,0.74289,0.97395,0.000264085,0.000264085,0.000264085
79,463.879,0.77078,0.87546,0.93664,0.90675,0.92443,0.93766,0.77696,0.73533,0.7118,0.97627,0.000253086,0.000253086,0.000253086
80,469.508,0.77268,0.806,0.92577,0.88435,0.93965,0.93944,0.77278,0.72676,0.70615,0.97352,0.000242087,0.000242087,0.000242087
81,474.901,0.75816,0.79928,0.9285,0.89011,0.93297,0.93381,0.7743,0.72564,0.70051,0.97156,0.000231088,0.000231088,0.000231088
82,480.213,0.78451,0.78476,0.93407,0.89494,0.9392,0.93286,0.77774,0.71431,0.70364,0.96585,0.000220089,0.000220089,0.000220089
83,485.391,0.77556,0.79395,0.93405,0.88467,0.93575,0.93082,0.77892,0.72452,0.70303,0.96516,0.00020909,0.00020909,0.00020909
84,490.618,0.77822,0.7643,0.91185,0.87351,0.94048,0.92958,0.78004,0.71896,0.70048,0.96507,0.000198091,0.000198091,0.000198091
85,495.853,0.74052,0.74338,0.90127,0.88675,0.91608,0.9271,0.78405,0.71014,0.70216,0.96521,0.000187092,0.000187092,0.000187092
86,501.004,0.77009,0.81135,0.94076,0.89028,0.93474,0.92811,0.78323,0.70759,0.69916,0.96766,0.000176094,0.000176094,0.000176094
87,506.185,0.73372,0.80336,0.93138,0.90721,0.90999,0.92904,0.77946,0.71579,0.69888,0.96902,0.000165095,0.000165095,0.000165095
88,511.358,0.77161,0.80021,0.9468,0.8934,0.91588,0.92631,0.77737,0.71513,0.71742,0.97036,0.000154096,0.000154096,0.000154096
89,516.546,0.75558,0.75261,0.91646,0.8849,0.93583,0.9281,0.77362,0.72192,0.71462,0.9675,0.000143097,0.000143097,0.000143097
90,521.781,0.76934,0.83345,0.95293,0.87416,0.93624,0.92844,0.78206,0.71768,0.70279,0.9641,0.000132098,0.000132098,0.000132098
91,527.375,0.74486,0.8836,0.91381,0.88675,0.91804,0.92627,0.77238,0.71649,0.72316,0.96317,0.000121099,0.000121099,0.000121099
92,532.518,0.7237,0.87683,0.91218,0.89016,0.91217,0.92131,0.76227,0.72116,0.73488,0.96511,0.0001101,0.0001101,0.0001101
93,537.973,0.74598,0.8742,0.91882,0.90339,0.90074,0.91826,0.76279,0.71615,0.71395,0.96583,9.91012e-05,9.91012e-05,9.91012e-05
94,543.874,0.74033,0.87627,0.92038,0.90638,0.90258,0.91776,0.7657,0.71868,0.70651,0.96809,8.81023e-05,8.81023e-05,8.81023e-05
95,550.331,0.72059,0.83543,0.91639,0.88875,0.90962,0.92421,0.77345,0.71538,0.69789,0.96852,7.71034e-05,7.71034e-05,7.71034e-05
96,556.83,0.74601,0.84347,0.92719,0.88776,0.91461,0.92629,0.77443,0.71466,0.69387,0.96864,6.61045e-05,6.61045e-05,6.61045e-05
97,563.246,0.7366,0.8629,0.92013,0.9322,0.86137,0.92309,0.77326,0.70963,0.69138,0.96595,5.51056e-05,5.51056e-05,5.51056e-05
98,569.721,0.70928,0.84443,0.91704,0.89409,0.90309,0.92752,0.77729,0.70996,0.69775,0.96282,4.41067e-05,4.41067e-05,4.41067e-05
99,575.274,0.71583,0.85445,0.91879,0.88925,0.90509,0.92692,0.77774,0.70895,0.69923,0.9639,3.31078e-05,3.31078e-05,3.31078e-05
100,580.698,0.6995,0.81636,0.90741,0.93462,0.85676,0.92361,0.77544,0.70861,0.69952,0.96208,2.21089e-05,2.21089e-05,2.21089e-05
