epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,280.774,0.96151,1.25174,1.02536,0.92738,0.85969,0.92493,0.73428,0.83382,1.13317,1.04582,0.000660045,0.000660045,0.000660045
43,287.297,1.00685,1.32041,1.0442,0.88984,0.91552,0.92945,0.73307,0.86575,1.13617,1.06002,0.000649046,0.000649046,0.000649046
44,293.696,0.99001,1.27889,1.017,0.88128,0.90855,0.93152,0.7366,0.83773,1.10224,1.06259,0.000638047,0.000638047,0.000638047
45,300.104,0.95657,1.5419,0.99617,0.87491,0.92467,0.93026,0.7222,0.86978,1.1381,1.0716,0.000627048,0.000627048,0.000627048
46,306.466,0.89413,1.4639,0.98136,0.88721,0.92364,0.92852,0.73363,0.82774,1.13956,1.06841,0.000616049,0.000616049,0.000616049
47,312.895,0.94606,1.29092,1.02573,0.89382,0.91608,0.92543,0.73728,0.82089,1.07286,1.04737,0.000605051,0.000605051,0.000605051
48,319.254,0.94346,1.20414,1.00345,0.89186,0.92687,0.92906,0.74824,0.79303,1.0629,1.04408,0.000594052,0.000594052,0.000594052
49,325.646,0.96539,1.19323,1.0329,0.85706,0.93691,0.93619,0.74991,0.79708,1.10589,1.04044,0.000583053,0.000583053,0.000583053
50,332.032,0.91473,1.24141,1.02185,0.87376,0.90597,0.93418,0.75522,0.73877,1.13132,1.02312,0.000572054,0.000572054,0.000572054
51,338.577,0.91275,1.19563,0.99953,0.86681,0.91736,0.92569,0.74625,0.75725,1.21519,1.03371,0.000561055,0.000561055,0.000561055
52,344.972,0.90525,1.2507,0.96942,0.89082,0.88401,0.91749,0.73459,0.79916,1.31403,1.05005,0.000550056,0.000550056,0.000550056
53,351.333,0.88875,1.1269,0.99664,0.86865,0.93186,0.93003,0.74764,0.80617,1.06712,1.05015,0.000539057,0.000539057,0.000539057
54,357.832,0.94008,1.24556,1.03186,0.88413,0.92015,0.93071,0.74219,0.80215,1.05974,1.05274,0.000528058,0.000528058,0.000528058
55,364.163,0.91099,1.24295,1.014,0.89909,0.93152,0.92992,0.75279,0.80052,0.98789,1.04877,0.000517059,0.000517059,0.000517059
56,370.558,0.90899,1.14637,1.04445,0.88991,0.93168,0.93412,0.75098,0.80558,1.00328,1.03993,0.00050606,0.00050606,0.00050606
57,376.897,0.93874,1.16659,1.0281,0.87803,0.91036,0.92858,0.74732,0.80559,1.04678,1.03981,0.000495062,0.000495062,0.000495062
58,383.371,0.90812,1.22218,1.01812,0.90778,0.90446,0.93311,0.74762,0.78329,0.9672,1.03222,0.000484063,0.000484063,0.000484063
59,389.735,0.93396,1.1388,1.02814,0.91395,0.90461,0.92783,0.75044,0.77406,0.96833,1.01945,0.000473064,0.000473064,0.000473064
60,396.141,0.9128,1.19041,1.01512,0.90152,0.90981,0.9214,0.7457,0.79182,1.00267,1.02473,0.000462065,0.000462065,0.000462065
61,402.527,0.90788,1.07632,1.00785,0.89964,0.91421,0.9227,0.75443,0.77572,0.97659,1.02726,0.000451066,0.000451066,0.000451066
