epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,47.6674,1.09697,1.11307,0.91598,0.876,0.62173,0.78421,0.58311,1.14424,1.87546,1.00738,0.000858025,0.000858025,0.000858025
25,49.2577,1.09481,1.16056,0.96008,0.85994,0.67708,0.79825,0.60751,1.04135,1.77256,1.00129,0.000847026,0.000847026,0.000847026
26,50.8747,1.05576,1.13177,0.97553,0.82112,0.7366,0.81025,0.60255,1.11913,1.5264,1.00324,0.000836027,0.000836027,0.000836027
27,52.4485,1.09571,1.10922,0.97103,0.80923,0.78883,0.82657,0.62787,1.06306,1.36616,1.00431,0.000825029,0.000825029,0.000825029
28,54.058,1.03655,1.08079,0.95417,0.83957,0.82554,0.86201,0.65098,1.04707,1.17379,1.00504,0.00081403,0.00081403,0.00081403
29,55.6668,1.06144,1.04772,0.94011,0.83023,0.82616,0.84243,0.62804,1.11244,1.17754,1.0163,0.000803031,0.000803031,0.000803031
30,57.2732,1.02936,1.07086,0.91407,0.80487,0.79305,0.84602,0.64172,1.01536,1.09643,0.98523,0.000792032,0.000792032,0.000792032
31,58.9143,0.99159,1.00811,0.92948,0.86908,0.81055,0.86393,0.66536,1.00375,0.99023,0.98462,0.000781033,0.000781033,0.000781033
32,60.5553,1.00009,0.98438,0.9109,0.83808,0.86266,0.86461,0.67318,0.96555,0.89178,0.96403,0.000770034,0.000770034,0.000770034
33,62.2015,1.01157,1.03381,0.93952,0.83722,0.86609,0.87202,0.67684,0.97023,0.94248,0.97072,0.000759035,0.000759035,0.000759035
34,63.8534,0.95262,1.01207,0.94926,0.84384,0.8607,0.8795,0.69069,0.96699,0.90866,0.9608,0.000748036,0.000748036,0.000748036
35,65.4358,0.97469,0.99658,0.93788,0.81843,0.86992,0.8719,0.68654,0.91717,0.89574,0.9674,0.000737037,0.000737037,0.000737037
36,67.0632,1.00952,1.00463,0.94453,0.8352,0.8702,0.87394,0.68439,0.94862,0.88745,0.97662,0.000726038,0.000726038,0.000726038
37,68.721,1.02778,1.03758,0.953,0.84743,0.86504,0.87015,0.6905,0.90202,0.85566,0.97479,0.00071504,0.00071504,0.00071504
38,70.3228,0.95342,0.96216,0.92496,0.82635,0.87819,0.86631,0.67322,0.98725,0.94768,0.97685,0.000704041,0.000704041,0.000704041
39,71.9472,0.98239,0.93697,0.91033,0.81357,0.81558,0.83268,0.65758,0.93125,1.22566,0.97,0.000693042,0.000693042,0.000693042
40,73.5467,0.91518,0.91613,0.91768,0.82295,0.81561,0.81361,0.64873,0.98602,1.14509,0.96585,0.000682043,0.000682043,0.000682043
41,75.2547,0.95759,0.98646,0.938,0.85733,0.84124,0.87391,0.68178,0.89164,0.84242,0.95274,0.000671044,0.000671044,0.000671044
42,77.2525,0.95248,0.95978,0.93671,0.89279,0.85605,0.88682,0.70097,0.90842,0.75137,0.95862,0.000660045,0.000660045,0.000660045
43,79.0681,0.93437,0.97292,0.9493,0.86094,0.88464,0.89141,0.70185,0.88707,0.76994,0.96345,0.000649046,0.000649046,0.000649046
44,80.588,0.94797,0.96944,0.91762,0.8531,0.86389,0.89347,0.70231,0.91766,0.86544,0.96205,0.000638047,0.000638047,0.000638047
45,82.2674,0.91117,0.91824,0.91578,0.87088,0.87069,0.89434,0.69862,0.9184,0.86758,0.96649,0.000627048,0.000627048,0.000627048
46,83.7598,0.92476,0.97738,0.93785,0.86645,0.85071,0.88894,0.70438,0.881,0.87176,0.95307,0.000616049,0.000616049,0.000616049
47,85.2086,0.87616,0.88406,0.90851,0.85991,0.84812,0.88578,0.69753,0.93424,0.98849,0.97514,0.000605051,0.000605051,0.000605051
48,86.6826,0.88315,0.93209,0.89996,0.85496,0.83758,0.87442,0.6912,0.93254,0.97536,0.96682,0.000594052,0.000594052,0.000594052
49,88.2442,0.93616,0.93467,0.9325,0.87395,0.85751,0.88106,0.67335,0.9225,0.89691,0.96688,0.000583053,0.000583053,0.000583053
50,89.7335,0.92909,0.94538,0.9241,0.83683,0.89578,0.88566,0.69099,0.92457,0.81963,0.95853,0.000572054,0.000572054,0.000572054
51,91.1973,0.93698,0.93941,0.95117,0.86762,0.8756,0.89497,0.70055,0.92367,0.83311,0.95886,0.000561055,0.000561055,0.000561055
52,92.6844,0.90182,0.89575,0.91589,0.83687,0.88758,0.89394,0.6919,0.92512,0.874,0.9824,0.000550056,0.000550056,0.000550056
53,94.3289,0.89628,0.90159,0.91349,0.84563,0.90508,0.89887,0.6927,0.92913,0.83849,0.98157,0.000539057,0.000539057,0.000539057
54,96.2731,0.92634,0.88944,0.92339,0.84802,0.90595,0.90766,0.70433,0.93389,0.79004,0.96829,0.000528058,0.000528058,0.000528058
55,98.205,0.891,0.86887,0.92423,0.87851,0.8858,0.90864,0.71183,0.8958,0.76587,0.95518,0.000517059,0.000517059,0.000517059
56,100.085,0.88543,0.83411,0.89053,0.86885,0.88398,0.91385,0.71495,0.85084,0.71959,0.94501,0.00050606,0.00050606,0.00050606
57,101.728,0.92312,0.83358,0.91364,0.86376,0.87995,0.91126,0.73087,0.85868,0.71643,0.94175,0.000495062,0.000495062,0.000495062
58,103.673,0.95172,0.95302,0.93933,0.8702,0.88031,0.91437,0.72108,0.88108,0.73663,0.95046,0.000484063,0.000484063,0.000484063
59,105.465,0.91108,0.85759,0.90337,0.8651,0.86246,0.90993,0.71796,0.87125,0.78855,0.94535,0.000473064,0.000473064,0.000473064
60,106.96,0.85928,0.85338,0.89747,0.89945,0.82919,0.91177,0.71471,0.8832,0.73968,0.94436,0.000462065,0.000462065,0.000462065
61,108.441,0.85862,0.83991,0.89097,0.9075,0.80731,0.91543,0.72065,0.8398,0.69652,0.94249,0.000451066,0.000451066,0.000451066
62,109.915,0.83263,0.82463,0.88472,0.78128,0.91566,0.9118,0.72137,0.82048,0.69383,0.93962,0.000440067,0.000440067,0.000440067
63,111.473,0.86376,0.81999,0.89933,0.83397,0.87804,0.91101,0.72696,0.81657,0.68466,0.94258,0.000429068,0.000429068,0.000429068
64,113.1,0.8649,0.83164,0.90877,0.87936,0.84733,0.9113,0.73344,0.82807,0.70877,0.94486,0.000418069,0.000418069,0.000418069
65,114.576,0.87649,0.82979,0.90234,0.92012,0.82721,0.91119,0.73207,0.83138,0.70283,0.94394,0.00040707,0.00040707,0.00040707
66,116.073,0.83174,0.80745,0.89535,0.80689,0.90671,0.89985,0.72319,0.81023,0.71134,0.94044,0.000396071,0.000396071,0.000396071
67,117.556,0.84678,0.83747,0.91297,0.85461,0.89142,0.90483,0.73365,0.80787,0.69698,0.93419,0.000385073,0.000385073,0.000385073
68,119.064,0.80889,0.78553,0.88635,0.8946,0.87165,0.90339,0.72154,0.84034,0.6974,0.93862,0.000374074,0.000374074,0.000374074
69,120.571,0.82062,0.7772,0.88654,0.88719,0.87641,0.90453,0.72476,0.83204,0.69528,0.934,0.000363075,0.000363075,0.000363075
70,122.057,0.86052,0.79833,0.90664,0.8693,0.89147,0.90814,0.72619,0.82728,0.69078,0.93786,0.000352076,0.000352076,0.000352076
71,123.554,0.85402,0.78972,0.8839,0.85683,0.90657,0.9083,0.71567,0.82788,0.69562,0.93423,0.000341077,0.000341077,0.000341077
72,125.044,0.8344,0.82495,0.90921,0.85904,0.91929,0.90742,0.72587,0.85451,0.67702,0.92455,0.000330078,0.000330078,0.000330078
73,126.499,0.82776,0.77991,0.88935,0.89178,0.87902,0.91102,0.73027,0.83245,0.669,0.9301,0.000319079,0.000319079,0.000319079
74,128.089,0.84411,0.78554,0.88591,0.88109,0.87631,0.9165,0.73323,0.8102,0.68611,0.93658,0.00030808,0.00030808,0.00030808
75,129.867,0.8665,0.83008,0.91757,0.89261,0.87438,0.91446,0.74142,0.79234,0.68877,0.93034,0.000297081,0.000297081,0.000297081
76,131.398,0.83462,0.77751,0.89666,0.86958,0.87859,0.90539,0.73427,0.82724,0.6983,0.93139,0.000286083,0.000286083,0.000286083
77,133.086,0.8469,0.79302,0.8924,0.85723,0.89659,0.89426,0.71455,0.82507,0.6973,0.92758,0.000275084,0.000275084,0.000275084
78,134.652,0.81116,0.73271,0.88302,0.88154,0.86415,0.90348,0.72338,0.80303,0.68464,0.91569,0.000264085,0.000264085,0.000264085
79,136.091,0.79343,0.7567,0.90547,0.87057,0.90589,0.90822,0.73147,0.80633,0.68651,0.91509,0.000253086,0.000253086,0.000253086
80,137.535,0.79256,0.73499,0.89682,0.88346,0.89245,0.91042,0.73047,0.79275,0.66702,0.91399,0.000242087,0.000242087,0.000242087
81,138.971,0.77956,0.70914,0.88149,0.8534,0.90577,0.90528,0.73063,0.79775,0.68077,0.91349,0.000231088,0.000231088,0.000231088
82,140.418,0.80501,0.74502,0.89428,0.88217,0.87979,0.90531,0.73374,0.78493,0.69868,0.90983,0.000220089,0.000220089,0.000220089
83,141.952,0.83475,0.75939,0.91452,0.85554,0.90196,0.90694,0.73611,0.77971,0.68816,0.90978,0.00020909,0.00020909,0.00020909
84,143.454,0.79973,0.73164,0.87723,0.86584,0.88977,0.90738,0.73631,0.78892,0.67758,0.90447,0.000198091,0.000198091,0.000198091
85,144.9,0.81488,0.7423,0.89528,0.9022,0.86762,0.90928,0.74246,0.78532,0.66329,0.90787,0.000187092,0.000187092,0.000187092
86,146.363,0.79364,0.72453,0.87762,0.8641,0.89994,0.9118,0.74785,0.78008,0.66625,0.91246,0.000176094,0.000176094,0.000176094
87,147.821,0.79824,0.74165,0.89496,0.86687,0.89568,0.91299,0.75213,0.786,0.66321,0.91476,0.000165095,0.000165095,0.000165095
88,149.303,0.77933,0.743,0.87765,0.86015,0.89044,0.91265,0.75292,0.80338,0.66758,0.91833,0.000154096,0.000154096,0.000154096
89,151.082,0.81827,0.741,0.914,0.84619,0.8965,0.91042,0.75099,0.79856,0.66824,0.92023,0.000143097,0.000143097,0.000143097
90,152.842,0.78762,0.74806,0.88771,0.87658,0.86588,0.90823,0.74575,0.78569,0.66919,0.92506,0.000132098,0.000132098,0.000132098
91,155.242,0.78855,0.82296,0.87998,0.91651,0.8457,0.90768,0.73592,0.7797,0.66975,0.92643,0.000121099,0.000121099,0.000121099
92,156.658,0.73489,0.73331,0.86269,0.91074,0.84807,0.90615,0.74138,0.77432,0.66385,0.92466,0.0001101,0.0001101,0.0001101
93,158.35,0.77536,0.78444,0.87872,0.90439,0.84151,0.9053,0.7426,0.76914,0.66174,0.91958,9.91012e-05,9.91012e-05,9.91012e-05
94,159.769,0.78538,0.75995,0.89631,0.8718,0.89495,0.91113,0.74945,0.76995,0.65389,0.91529,8.81023e-05,8.81023e-05,8.81023e-05
95,161.382,0.76228,0.74955,0.88979,0.8731,0.90546,0.91045,0.74481,0.76377,0.64424,0.91332,7.71034e-05,7.71034e-05,7.71034e-05
96,162.888,0.77916,0.78533,0.89079,0.86116,0.90462,0.9087,0.74245,0.76194,0.63211,0.91228,6.61045e-05,6.61045e-05,6.61045e-05
97,164.397,0.74158,0.713,0.88676,0.85752,0.90448,0.90711,0.74348,0.75573,0.62723,0.91043,5.51056e-05,5.51056e-05,5.51056e-05
98,165.828,0.72625,0.70739,0.88585,0.85868,0.90128,0.90562,0.74423,0.75242,0.62994,0.9122,4.41067e-05,4.41067e-05,4.41067e-05
99,167.797,0.73266,0.73018,0.88395,0.85593,0.90072,0.90618,0.74635,0.75276,0.63293,0.91301,3.31078e-05,3.31078e-05,3.31078e-05
100,169.329,0.74551,0.71803,0.88778,0.85618,0.90057,0.90611,0.73831,0.75739,0.6364,0.91435,2.21089e-05,2.21089e-05,2.21089e-05
