epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,80.9334,1.07761,1.62315,1.02478,0.87462,0.82743,0.86835,0.66655,1.0557,1.46531,1.14566,0.000979013,0.000979013,0.000979013
14,86.1026,1.09978,1.55109,1.04664,0.85278,0.88734,0.87919,0.68631,0.99062,1.36843,1.14641,0.000968014,0.000968014,0.000968014
15,91.2876,1.0859,1.45186,1.02094,0.89085,0.84959,0.89856,0.68855,0.95034,1.28018,1.10663,0.000957015,0.000957015,0.000957015
16,96.4904,1.05973,1.52197,1.05037,0.84871,0.88075,0.89769,0.71142,0.8879,1.20031,1.08932,0.000946016,0.000946016,0.000946016
17,101.675,1.02783,1.39312,1.04241,0.86342,0.89034,0.90135,0.71858,0.9288,1.16084,1.08762,0.000935018,0.000935018,0.000935018
18,106.827,1.02953,1.42608,1.03376,0.86668,0.91371,0.88781,0.70078,0.9391,1.08744,1.09499,0.000924019,0.000924019,0.000924019
19,111.988,1.0407,1.40006,1.04159,0.85298,0.88235,0.89844,0.70228,0.94201,1.05635,1.11339,0.00091302,0.00091302,0.00091302
20,117.173,1.01252,1.30091,1.0244,0.90306,0.89106,0.90697,0.72058,0.93111,0.99511,1.11035,0.000902021,0.000902021,0.000902021
21,122.31,1.06148,1.49097,1.11398,0.85952,0.89385,0.90987,0.73182,0.90022,1.05345,1.08104,0.000891022,0.000891022,0.000891022
22,127.509,0.97998,1.40562,1.02619,0.89305,0.89303,0.9179,0.74399,0.88871,0.92545,1.07932,0.000880023,0.000880023,0.000880023
23,132.694,1.08506,1.32986,1.06112,0.85712,0.91514,0.91705,0.7273,0.96046,0.9119,1.1134,0.000869024,0.000869024,0.000869024
24,137.863,1.04055,1.24661,1.02602,0.89347,0.90087,0.91389,0.73083,0.95236,0.88835,1.10332,0.000858025,0.000858025,0.000858025
25,143.099,1.00002,1.26835,1.03867,0.91719,0.89009,0.90452,0.73215,0.90608,0.88441,1.06514,0.000847026,0.000847026,0.000847026
26,148.258,0.99629,1.24228,1.00468,0.89743,0.91802,0.90889,0.72786,0.89287,0.88014,1.06373,0.000836027,0.000836027,0.000836027
27,153.431,1.02567,1.30809,1.04525,0.90374,0.91699,0.91093,0.73071,0.88694,0.89732,1.06231,0.000825029,0.000825029,0.000825029
28,158.613,0.9764,1.19202,0.97769,0.87204,0.9066,0.91871,0.74398,0.87244,0.85156,1.07752,0.00081403,0.00081403,0.00081403
29,163.744,0.95323,1.26471,1.02008,0.87508,0.90549,0.91411,0.74375,0.86874,0.86944,1.07311,0.000803031,0.000803031,0.000803031
30,168.849,0.95326,1.20031,0.99625,0.87279,0.91315,0.91641,0.74289,0.84757,0.85772,1.06898,0.000792032,0.000792032,0.000792032
31,173.954,0.93721,1.20728,1.00498,0.86356,0.91132,0.90068,0.71804,0.87499,0.85207,1.06479,0.000781033,0.000781033,0.000781033
32,179.097,0.9743,1.18508,1.01558,0.90044,0.89627,0.90452,0.72982,0.86484,0.84617,1.06225,0.000770034,0.000770034,0.000770034
33,184.242,0.93018,1.12923,0.97153,0.85974,0.91554,0.89714,0.73003,0.87407,0.85457,1.05874,0.000759035,0.000759035,0.000759035
34,189.366,0.88483,1.08199,0.96684,0.89358,0.88091,0.90274,0.72867,0.8438,0.87754,1.0462,0.000748036,0.000748036,0.000748036
35,194.529,0.9663,1.13445,1.00089,0.90903,0.87356,0.90259,0.72493,0.84343,0.82842,1.0299,0.000737037,0.000737037,0.000737037
36,199.668,0.89511,1.15903,0.99302,0.87523,0.9172,0.91738,0.73526,0.86616,0.83445,1.0502,0.000726038,0.000726038,0.000726038
37,204.782,0.93236,1.13876,0.98497,0.89424,0.89865,0.92194,0.73845,0.86859,0.83023,1.05966,0.00071504,0.00071504,0.00071504
38,209.896,0.95147,1.15872,1.01434,0.8871,0.90407,0.92474,0.73834,0.86129,0.85332,1.06174,0.000704041,0.000704041,0.000704041
39,215.018,0.90877,1.1292,0.9582,0.87786,0.9186,0.93322,0.73877,0.88592,0.82024,1.04941,0.000693042,0.000693042,0.000693042
40,220.169,0.91431,1.05043,0.95555,0.93654,0.86554,0.93344,0.74505,0.87888,0.83317,1.04873,0.000682043,0.000682043,0.000682043
41,225.316,0.902,1.03373,0.97505,0.8759,0.91164,0.91198,0.74131,0.86327,0.84569,1.05183,0.000671044,0.000671044,0.000671044
42,230.437,0.91099,1.05199,0.97734,0.86944,0.91114,0.91383,0.7359,0.86603,0.8441,1.06176,0.000660045,0.000660045,0.000660045
43,235.574,0.89276,1.04805,0.98451,0.937,0.86021,0.91661,0.7391,0.84674,0.84145,1.07136,0.000649046,0.000649046,0.000649046
44,240.733,0.91079,1.07245,1.00295,0.93854,0.86494,0.92404,0.74012,0.86158,0.8457,1.05488,0.000638047,0.000638047,0.000638047
45,245.865,0.91023,1.01668,0.96627,0.93735,0.86738,0.92143,0.7413,0.84921,0.82318,1.04102,0.000627048,0.000627048,0.000627048
46,250.995,0.89534,1.02712,0.97509,0.89609,0.89852,0.92262,0.74299,0.85229,0.79976,1.03973,0.000616049,0.000616049,0.000616049
47,256.137,0.87547,0.94527,0.95011,0.89775,0.92416,0.91919,0.74843,0.85473,0.8054,1.05183,0.000605051,0.000605051,0.000605051
48,261.298,0.88959,0.98305,0.94497,0.92242,0.88268,0.92053,0.75057,0.85912,0.80592,1.05877,0.000594052,0.000594052,0.000594052
49,266.408,0.8367,1.03563,0.94981,0.91692,0.87656,0.92072,0.76537,0.82954,0.77163,1.04465,0.000583053,0.000583053,0.000583053
50,271.5,0.88291,1.08609,1.00402,0.93113,0.86184,0.92754,0.77419,0.81715,0.76709,1.04946,0.000572054,0.000572054,0.000572054
51,276.609,0.83696,0.95795,0.95871,0.91659,0.88213,0.91766,0.7508,0.8233,0.79269,1.05002,0.000561055,0.000561055,0.000561055
52,281.736,0.86598,0.96662,0.96445,0.90203,0.89157,0.91677,0.75455,0.82029,0.79667,1.04061,0.000550056,0.000550056,0.000550056
53,286.849,0.87746,0.96866,0.99247,0.86608,0.91875,0.91582,0.75008,0.86221,0.77391,1.04594,0.000539057,0.000539057,0.000539057
54,291.955,0.85445,0.9463,0.97951,0.91014,0.87524,0.92778,0.76077,0.83994,0.78229,1.03624,0.000528058,0.000528058,0.000528058
55,297.075,0.90751,1.05692,1.02909,0.92314,0.90178,0.93516,0.7559,0.83559,0.9158,1.04811,0.000517059,0.000517059,0.000517059
56,302.191,0.82826,0.91818,0.95825,0.95108,0.87318,0.93256,0.75393,0.86579,0.87745,1.05877,0.00050606,0.00050606,0.00050606
57,307.306,0.85099,0.98898,0.97587,0.93575,0.89516,0.93772,0.76124,0.83071,0.76733,1.04401,0.000495062,0.000495062,0.000495062
58,312.414,0.79854,0.90457,0.93524,0.87505,0.9399,0.93236,0.75986,0.82366,0.76125,1.04443,0.000484063,0.000484063,0.000484063
59,317.512,0.84758,0.93242,0.95695,0.87913,0.92689,0.92529,0.75598,0.81902,0.73766,1.04478,0.000473064,0.000473064,0.000473064
60,322.671,0.88957,0.95768,0.96851,0.88114,0.92154,0.92707,0.75436,0.8235,0.75844,1.03815,0.000462065,0.000462065,0.000462065
61,327.813,0.87773,0.94064,0.96932,0.88509,0.92222,0.92598,0.76034,0.81593,0.75826,1.03786,0.000451066,0.000451066,0.000451066
62,333.011,0.83004,0.88108,0.95347,0.91406,0.88468,0.92147,0.76223,0.80805,0.75559,1.04509,0.000440067,0.000440067,0.000440067
63,338.085,0.86861,0.99382,1.0267,0.91267,0.88612,0.91504,0.75058,0.7853,0.76259,1.04892,0.000429068,0.000429068,0.000429068
64,343.223,0.86955,0.9377,0.97723,0.90663,0.87749,0.91907,0.75069,0.79817,0.76624,1.05823,0.000418069,0.000418069,0.000418069
65,348.362,0.82598,0.92823,0.97328,0.86382,0.91976,0.92247,0.76471,0.80302,0.73726,1.04704,0.00040707,0.00040707,0.00040707
66,353.454,0.83194,0.85388,0.95298,0.86384,0.92942,0.919,0.75637,0.81556,0.7334,1.05054,0.000396071,0.000396071,0.000396071
67,358.572,0.80234,0.86203,0.94934,0.86816,0.90443,0.9153,0.75404,0.7994,0.75476,1.0278,0.000385073,0.000385073,0.000385073
68,363.67,0.79307,0.85297,0.94177,0.88876,0.89109,0.91388,0.75659,0.79476,0.76223,1.027,0.000374074,0.000374074,0.000374074
69,368.783,0.81579,0.84817,0.95861,0.88249,0.90167,0.92105,0.76111,0.78839,0.7592,1.0316,0.000363075,0.000363075,0.000363075
70,373.85,0.82068,0.91658,0.95809,0.87322,0.91389,0.92702,0.76348,0.79126,0.72261,1.02363,0.000352076,0.000352076,0.000352076
71,378.964,0.81664,0.90086,0.96927,0.93405,0.85522,0.92636,0.76385,0.79244,0.69448,1.01482,0.000341077,0.000341077,0.000341077
72,384.079,0.85163,0.85715,0.95751,0.91026,0.8869,0.92318,0.76883,0.80119,0.70609,1.0128,0.000330078,0.000330078,0.000330078
73,389.182,0.80399,0.90535,0.97017,0.87361,0.92635,0.92646,0.75679,0.78014,0.70644,1.00689,0.000319079,0.000319079,0.000319079
74,394.291,0.82289,0.89276,0.95128,0.88484,0.90711,0.92313,0.75403,0.77917,0.70503,1.00665,0.00030808,0.00030808,0.00030808
75,399.383,0.79599,0.82785,0.93925,0.92423,0.89845,0.93135,0.76755,0.77713,0.68903,1.00879,0.000297081,0.000297081,0.000297081
76,404.481,0.8192,0.91588,0.99914,0.91447,0.90992,0.92956,0.77062,0.76472,0.71538,1.01203,0.000286083,0.000286083,0.000286083
77,409.522,0.8005,0.85465,0.9646,0.90328,0.90916,0.92537,0.76822,0.76517,0.72057,1.01423,0.000275084,0.000275084,0.000275084
78,414.639,0.81061,0.84185,0.97974,0.9066,0.89849,0.92644,0.7697,0.76491,0.70991,1.01575,0.000264085,0.000264085,0.000264085
79,419.764,0.80984,0.82787,0.94401,0.87486,0.91957,0.92256,0.76158,0.78147,0.71297,1.02697,0.000253086,0.000253086,0.000253086
80,424.868,0.83305,0.82387,0.94925,0.90403,0.88945,0.92073,0.75775,0.7864,0.71014,1.03182,0.000242087,0.000242087,0.000242087
81,429.995,0.77359,0.7679,0.92511,0.91712,0.87699,0.91873,0.76215,0.77311,0.68438,1.03626,0.000231088,0.000231088,0.000231088
82,435.117,0.76188,0.85763,0.93534,0.94782,0.85409,0.91454,0.76101,0.78018,0.69209,1.04331,0.000220089,0.000220089,0.000220089
83,440.194,0.76562,0.78628,0.92366,0.94588,0.85701,0.91645,0.76065,0.77816,0.7114,1.04,0.00020909,0.00020909,0.00020909
84,445.286,0.75397,0.8059,0.93027,0.91446,0.88175,0.91807,0.76546,0.78487,0.71247,1.03699,0.000198091,0.000198091,0.000198091
85,450.358,0.74193,0.79239,0.93295,0.919,0.87822,0.92265,0.76831,0.78128,0.70089,1.03771,0.000187092,0.000187092,0.000187092
86,455.5,0.76337,0.79289,0.93336,0.88284,0.92569,0.92191,0.76794,0.76925,0.68044,1.04008,0.000176094,0.000176094,0.000176094
87,460.69,0.77682,0.74756,0.93352,0.87741,0.91557,0.92318,0.77406,0.75976,0.70017,1.02953,0.000165095,0.000165095,0.000165095
88,465.878,0.76816,0.76206,0.91331,0.8676,0.9254,0.92378,0.77143,0.7589,0.70322,1.02159,0.000154096,0.000154096,0.000154096
89,471.019,0.74619,0.81553,0.94676,0.88805,0.9076,0.9239,0.76995,0.76911,0.69316,1.014,0.000143097,0.000143097,0.000143097
90,476.144,0.78517,0.82439,0.96001,0.88848,0.90454,0.92126,0.76782,0.77318,0.69152,1.0142,0.000132098,0.000132098,0.000132098
91,481.707,0.74643,0.83961,0.93228,0.86718,0.92948,0.92277,0.76736,0.761,0.68823,1.00947,0.000121099,0.000121099,0.000121099
92,486.738,0.74986,0.81079,0.95977,0.86857,0.92609,0.9201,0.77247,0.74348,0.69028,1.00531,0.0001101,0.0001101,0.0001101
93,491.738,0.70894,0.84665,0.93129,0.86897,0.93172,0.91723,0.77296,0.74044,0.69527,1.00303,9.91012e-05,9.91012e-05,9.91012e-05
94,496.74,0.73634,0.81912,0.94028,0.87382,0.93216,0.92078,0.77372,0.73897,0.68515,0.99721,8.81023e-05,8.81023e-05,8.81023e-05
95,501.766,0.7254,0.79991,0.93646,0.87505,0.92856,0.91872,0.77317,0.74423,0.68894,0.99752,7.71034e-05,7.71034e-05,7.71034e-05
96,506.76,0.7427,0.80704,0.92945,0.87914,0.9284,0.92081,0.77083,0.74713,0.70074,0.99779,6.61045e-05,6.61045e-05,6.61045e-05
97,511.758,0.72053,0.7704,0.93314,0.87629,0.92959,0.92224,0.77571,0.74126,0.69217,1.00036,5.51056e-05,5.51056e-05,5.51056e-05
98,516.828,0.69425,0.80556,0.94172,0.8684,0.92541,0.9188,0.77625,0.73744,0.69543,0.99732,4.41067e-05,4.41067e-05,4.41067e-05
99,521.899,0.71436,0.78947,0.93764,0.918,0.8753,0.92059,0.77338,0.73671,0.68495,0.99665,3.31078e-05,3.31078e-05,3.31078e-05
100,526.924,0.68702,0.7704,0.91268,0.91556,0.88319,0.9203,0.77486,0.7354,0.6853,0.99512,2.21089e-05,2.21089e-05,2.21089e-05
